5.592500000000000249e-01,6.220782726207361168e-01,-4.172000000000000153e-01,6.220782726207361168e-01,5.848572076391577168e-01
5.572899999999999521e-01,5.699768367866365759e-01,-5.594799999999999773e-02,5.699768367866365759e-01,5.623932069328926309e-01
5.583200000000000385e-01,4.851922386017021860e-01,2.933299999999999796e-01,4.851922386017021860e-01,5.220662665940888347e-01
5.621800000000000130e-01,3.702279108015275599e-01,6.143499999999999517e-01,3.702279108015275599e-01,4.314916457444644138e-01
5.685599999999999543e-01,2.271430475545052341e-01,8.921599999999999531e-01,2.271430475545052341e-01,2.828020150689899981e-01
5.770499999999999519e-01,5.950451185365709245e-02,1.115199999999999969e+00,5.950451185365709245e-02,7.792644986356107861e-02
5.871499999999999497e-01,0.000000000000000000e+00,1.276599999999999957e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.983300000000000285e-01,0.000000000000000000e+00,1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100600000000000467e-01,0.000000000000000000e+00,1.413499999999999979e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.218799999999999883e-01,0.000000000000000000e+00,1.398800000000000043e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.333800000000000541e-01,0.000000000000000000e+00,1.340100000000000069e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.442200000000000149e-01,0.000000000000000000e+00,1.247500000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.541599999999999637e-01,0.000000000000000000e+00,1.129799999999999915e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.630500000000000282e-01,0.000000000000000000e+00,9.969900000000000428e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.707800000000000429e-01,0.000000000000000000e+00,8.564399999999999791e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.773200000000000331e-01,0.000000000000000000e+00,7.125299999999999967e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.826600000000000446e-01,0.000000000000000000e+00,5.716999999999999860e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.868499999999999606e-01,0.000000000000000000e+00,4.380700000000000149e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.899600000000000177e-01,0.000000000000000000e+00,3.150499999999999967e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.921000000000000485e-01,0.000000000000000000e+00,2.074699999999999878e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.934200000000000363e-01,0.000000000000000000e+00,1.186200000000000032e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.940800000000000303e-01,0.000000000000000000e+00,5.063999999999999752e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.942599999999999882e-01,0.000000000000000000e+00,4.338200000000000389e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.941500000000000448e-01,0.000000000000000000e+00,-2.173800000000000038e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.938999999999999613e-01,0.000000000000000000e+00,-3.070000000000000159e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.936400000000000343e-01,0.000000000000000000e+00,-2.686499999999999999e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.934500000000000108e-01,0.000000000000000000e+00,-1.478100000000000074e-02,0.000000000000000000e+00,0.000000000000000000e+00
